Canto Coding ID,Local_lat:,Local_long:,Region,Division,Subregion,Area,People,Region,Division,Subregion,Area / Kingdom,Culture,Cu_location,Arensberg-Lomax_clusters,Peoplex,C_cid,US Coding ID,Notes,Local_latitude,Local_longitude,society,society_id,Culture_location,US_Culture_name:,Audio_file_id:,Audio_notes:,Duration:,Lomax_source:,Song Title,Genre,Song_notes,Performers,Instruments,Recorded_by,Year,Publisher,Publcation_collection,Repository,Source_notes,Classification_notes,Metadata_notes,,SongTitlecondensed,Metadata_sources
,,,,,,,,,,,,,,,,,6185,,40.71,-74.00,New York White,,"New York, NY",EastVillageEA/JA1970s,,,0:03:08,,Dreaming,New wave; power pop,"""Dreaming"" is a song by American new wave band Blondie. Released in 1979, it was the lead single from their fourth album Eat to the Beat. Inspired by ABBA musically, the song features an active drum performance from drummer Clem Burke.","Blondie: Debbie Harry, vocal; Chris Stein, guitar; Nigel Harrison, bass; Frank Infante, guitar; Jimmy Destri, keyboards; Clem Burke, drums; Ellie Greenwich, vocal",,,1979,Chrysalis,"Eat to the Beat, Chrysalis 1225",,,,,Eat to the Beat,EattotheBeat,@Chrysalis1979EattotheBeat @WikiBlondie @WikiDreamingBlondieSong @WikiEatToTheBeat
,,,,,,,,,,,,,,,,,6190,,40.71,-74.00,New York Jewish,,"New York, NY",NewYorkJA1970s,,,0:03:05,,Song Sung Blue,Country pop; Adult contemporary,"""Song Sung Blue"" is a 1972 hit song written and recorded by Neil Diamond, inspired by the second movement of Mozart's Piano Concerto #21.","Neil Diamond, vocal",,,1972,Uni,"Moods, Uni 93136",,,,,Moods,Moods,@Uni1972Moods @WikiMoodsAlbum @WikiNeilDiamond @WikiSongSungBlue
,,,,,,,,,,,,,,,,,6195,,40.71,-74.00,New York Jewish,,"New York, NY",NewYorkJA1970s,,,0:03:59,,I Write the Songs,Soft rock,"""I Write the Songs"" is a popular song written by Bruce Johnston in 1975 but made famous by Barry Manilow. Johnston has stated that, for him, the ""I"" in the song is God, and that songs come from the spirit of creativity in everyone.","Barry Manilow, vocal & piano; Charlie Brown, guitar; Sid McGinnis, guitar; Steve Donaghey, bass; Lee Gurst, drums & percussion; Jimmy Maelen, bongos, congas & shaker; Arif Mardin, string arrangement",,,1975,Arista,"Tryin' to Get the Feeling, Arista AL 4060",,,,,Tryin' to Get the Feeling,TryintoGettheFeeling,@Arista1975TryintoGettheFeeling @WikiBarryManilow @WikiIWriteTheSongs @WikiTryinToGetTheFeeling
,,,,,,,,,,,,,,,,,6196,,40.71,-74.00,New York Jewish,,"New York, NY",NewYorkEA1970s,,,0:07:24,,Mr. Bojangles,Country; folk; story song,"""Mr. Bojangles"" is a song written and originally recorded by American country music artist Jerry Jeff Walker for his 1968 album of the same title. David Bromberg's seven-minute rendition of ""Mr. Bojangles"" from 1972's Demon in Disguise, interspersed with tales about traveling with song author Jerry Jeff Walker, earned Bromberg progressive rock radio airplay.","David Bromberg, vocal & guitar",,,1970,Columbia,"Demon in Disguise, Columbia C 31753",,,,,Demon in Disguise,DemoninDisguise,@Columbia1970DemoninDisguise @WikiDavidBromberg @WikiMrBojangles @WikiDemonInDisguise
,,,,,,,,,,,,,,,,,6161,,40.71,-74.00,New York Jewish,,"New York, NY [Recorded in New York City and Nashville, TN]",NewYorkJA1970s,,,0:03:37,,Early Mornin' Rain,Folk rock; country,"""Early Morning Rain,"" sometimes styled as ""Early Mornin' Rain,"" is a song written, composed, and recorded by Canadian singer-songwriter Gordon Lightfoot. Bob Dylan recorded a version of the song on his 1970 album Self Portrait. The lyrics suggest someone down on his luck, standing at an airport fence and observing the thunderous takeoff of a Boeing 707 jetliner. The general narrative of the song can be taken as a jet-age musical allegory to a hobo of yesteryear lurking around a railroad yard attempting to surreptitiously board and ride a freight train to get home. ","Bob Dylan, vocal, guitar & harmonica",,,1970,Columbia,"Self Portrait, Columbia C2X 30050	",,,,,Self Portrait,SelfPortrait,@Columbia1970SelfPortrait @WikiBobDylan @WikiSelfPortaitAlbum @WikiEarlyMorningRain
,,,,,,,,,,,,,,,,,6199,,40.71,-74.00,New York Jewish,,"New York, NY [Recorded in New York City and Nashville, TN]",NewYorkJA1970s,,,0:03:01,,Let It Be Me,Pop; folk rock,"""Let It Be Me"" is a popular song originally published in French in 1955 as ""Je t'appartiens"" interpreted by Gilbert Bécaud. It became popular worldwide with an English version by the Everly Brothers. Bob Dylan covered it on Self Portrait (1970), which features many cover versions of well-known pop and folk songs. Most of the album is sung in the affected country crooning voice that Dylan had introduced a year earlier on Nashville Skyline. Seen by some as intentionally surreal and even satirical at times, Self Portrait received extremely poor reviews.","Bob Dylan, vocal",,,1970,Columbia,"Self Portrait, Columbia C2X 30050	",,,,,Self Portrait,SelfPortrait,@Columbia1970SelfPortrait @WikiLetItBeMe @WikiSelfPortaitAlbum @WikiBobDylan
,,,,,,,,,,,,,,,,,6197,,40.71,-74.00,New York Jewish,,"New York, NY [Recorded in Sheffield, AL]",NewYorkJA1970s,,,0:04:31,,When He Returns,Gospel; folk,"Slow Train Coming is the 19th studio album by American singer-songwriter Bob Dylan, released on August 20, 1979 by Columbia Records. It was Dylan's first effort since converting to Christianity, and all of the songs either express his strong personal faith, or stress the importance of Christian teachings and philosophy. The final song recorded was ""When He Returns,"" which drew heavily and directly upon the Book of Revelation.","Bob Dylan, vocal; Barry Beckett, piano",,,1979,Columbia,"Slow Train Coming, Columbia FC 36120",,,,,Slow Train Coming,SlowTrainComing,@Columbia1979SlowTrainComing @WikiSlowTrainComing @WikiBobDylan @Attwood2017WhenHeReturns @Attwood2016WhenHeReturns
,,,,,,,,,,,,,,,,,6207,,40.71,-74.00,New York Latin American,,"New York, NY",NewYorkLA1980s,,,0:03:57,,Flashdance... What a Feeling,Pop; dance pop; synth pop,"""Flashdance... What a Feeling"" is a song from the 1983 film Flashdance, written by Italian composer Giorgio Moroder (music), Keith Forsey and Irene Cara (lyrics), and performed by Cara.","Irene Cara, vocal; Keith Forsey, drums; Joe Esposito, vocal; Sylvester Levay, keyboards; Stephanie Spruill, vocal; Maxine Willard Waters, vocal; Richie Zito, guitar",,,1983,Casablanca,"Flashdance (Original Soundtrack From The Motion Picture), Casablanca 811492-1 M-1",,,,,Flashdance (Original Soundtrack From The Motion Picture),Flashdance,@Casablanca1983Flashdance @WikiFlashdanceWhatAFeeling @WikiFlashdanceMovie @WikiFlashdanceSoundtrack @WikiIreneCara @WikiGiorgioMoroder
,,,,,,,,,,,,,,,,,6209,,40.71,-74.00,New York Italian American,,"New York, NY",NewYorkItA1980s,,,0:03:38,,Like a Virgin,Dance pop,"""Like a Virgin"" is a song recorded by American singer Madonna for her second studio album Like a Virgin (1984). The song was written by Tom Kelly and Billy Steinberg, and produced by Nile Rodgers; Steinberg said that the song was inspired by his personal experiences of romance.The song's lyrics are ambiguous, consisting of hidden innuendos and open to various interpretations.","Madonna, vocal; Nile Rodgers, guitar & drum programming; Bernard Edwards, bass; Tony Thompson, drums; Rob Sabino, synthesizers; Jellybean Benitez, 12"" remixer",,,1984,Sire,"Like A Virgin, Sire 1-25157",,,,,Like A Virgin,LikeaVirgin,@Sire1984LikeaVirgin @WikiMadonna @WikiLikeAVirginAlbum @WikiLikeAVirginSong
,,,,,,,,,,,,,,,,,6206,,40.71,-74.00,New York White,,"New York, NY [Recorded in Nassau, Bahamas and Philadelphia, PA]",EastVillageEA1980s,,,0:05:46,,Born Under Punches,Funk; new wave,"""Born Under Punches (The Heat Goes On)"" is the opening track of the Talking Heads 1980 album Remain in Light. The track has a prominent bassline and sets the funk tone of the album. It incorporates elements of African music, continuing an approach used in an earlier Talking Heads song ""I Zimbra.""","Talking Heads: David Byrne, vocal, guitar, bass, keyboards & percussion; Jerry Harrison, guitar, keyboards, percussion & vocal; Tina Weymouth, bass, keyboards, percussion & vocal; Chris Frantz, drums, percussion, keyboards & vocal; Adrian Belew, guitar; Brian Eno, keyboards, percussion, guitar, bass & vocal",,,1980,Sire,"Remain in Light, Sire SRK 6095",,,,,Remain in Light,RemaininLight,@Sire1980RemaininLight @WikiTalkingHeads @WikiRemainInLight @WikiBornUnderPunches
,,,,,,,,,,,,,,,,,6162,,40.74,-74.00,New York Jewish,,"West Village, New York City",GreenwichVillageJA1960s,,,0:05:59,,Like a Rolling Stone,Folk rock,,Bob Dylan,,,1965,Columbia,"Highway 61 Revisited, Columbia CL 2389",,,,,,LikeaRollingStone,@1965LikeaRollingStone
,,,,,,,,,,,,,,,,,6310,,40.71,-74.06,Northeast Black,,"Jersey City, NJ",NewJerseyAA1980s,,,0:03:39,,Celebration,Post-disco,"""Celebration"" is a song released in 1980 by Kool & the Gang from their album Celebrate!. It was the band's first single to reach number one on the US Billboard Hot 100. Ronald Bell, the group's saxophonist and musical arranger explained that the initial inspiration for the song came from the Quran.","Kool & the Gang: Robert ""Kool"" Bell, bass; Charles Smith, guitar; Ronald Bell, keyboards, saxophone & vocal; George Brown, drums, percussion & vocal; James ""J.T."" Taylor, vocal; Dennis Thomas, alto sax; Robert Mickens, trumpet & vocal; Earl Toon, Jr., keyboards & vocal; Kevin Bell, keyboards; Adam Epolito, keyboards",,,1980,De-Lite,"Celebrate!, De-Lite DSR 9518",,,,,Celebrate!,Celebrate!,@De-Lite1980Celebrate! @WikiCelebration @WikiKool&TheGang @WikiCelebrate!
,,,,,,,,,,,,,,,,,6320,,40.22,-74.01,Northeast Italian American,,"Asbury Park, NJ [Recorded in New York City]",NewJerseyItA1980s,,,0:04:38,,Born in the USA,Heartland rock,"""Born in the U.S.A."" is a song written and performed by Bruce Springsteen, and released in 1984 on the album of the same name. The song addresses the harmful effects of the Vietnam War on Americans and the treatment of Vietnam veterans upon their return home. It is an ironic retort to the indifference and hostility with which Vietnam veterans were met.","Bruce Springsteen, vocal & guitar; Roy Bittan, piano & synthesizer; Clarence Clemons, saxophone & percussion; Danny Federici, Hammond organ, glockenspiel & piano; Garry Tallent, bass; Steven Van Zandt, guitar; Max Weinberg, drums",,,1982,Columbia,"Born in the U.S.A., Columbia QC 38653	",,,,,Born in the U.S.A.,BornintheUSA,@Columbia1982BornintheUSA @WikiBruceSpringsteen @WikiBornInTheUSAAlbum @WikiBornInTheUSASong
,,,,,,,,,,,,,,,,,6186,,40.80,-73.30,Northeast White,,"Long Island, NY",LongIslandEA1970s,,,0:03:07,,Parchman Farm,Blues rock,"Cactus is an American hard rock band formed in 1969. Their debut album includes a cover of  Mose Allison's version of a blues standard, ""Parchman Farm,"" first recorded by American Delta blues musician Bukka White in 1940. White's original version is an autobiographical piece, in which he sings of his experience at the infamous Mississippi State Penitentiary, known as Parchman Farm. ","Cactus: Rusty Day, vocal & harmonica; Jim McCarty, guitar; Tim Bogert, bass & vocal; Carmine Appice, drums & vocal",,,1970,ATCO,"Cactus, ATCO SD 33-340",,,,,Cactus,CactusAlbum,@ATCO1970CactusAlbum @WikiCactusAlbum @WikiCactusBand @WikiParchmanFarmSong
,,,,,,,,,,,,,,,,,3511,,42.27,-71.80,New York White,,"New York, NY",NewYorkEA1950s,T5468R11,,0:02:29,6A123,Kiss of Fire,Tango,Adapted from Argentinian tango El Choclo,Georgia Gibbs,,Mercury Records,1957,Mercury Records,"Kiss of Fire, Georgia Gibbs. Mercury Records Celebrity Series C30011, 1957","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,KissofFire,
,,,,,,,,,,,,,,,,,6151,,40.72,-74.17,Northeast Italian American,,"Newark, NJ",NewJerseyItA1960s,,,0:02:32,,Sherry,Rock and roll; doo-wop,"""Sherry"" is a song written by Bob Gaudio and recorded by The Four Seasons. According to Gaudio, the song took about 15 minutes to write and was originally titled ""Jackie Baby"" (in honor of then-First Lady Jacqueline Kennedy). At the studio, the name was changed to ""Terri Baby"", and eventually to ""Sherry"", the name of the daughter of Gaudio's best friend, New York DJ Jack Spector.","Four Seasons: Frankie Valli, vocal; Nick Massi, bass & vocal; Bob Gaudio, keyboards & vocal; Tommy DeVito, guitar & vocal",,,1962,Vee-Jay,"Sherry & 11 Others, Vee Jay LP-1053",,,,,Sherry & 11 Others,Sherry&11Others,@Vee-Jay1962Sherry&11Others @WikiSherry @WikiSherry&11Others @WikiFourSeasons
,,,,,,,,,,,,,,,,,6214,,42.27,-71.80,Northeast White,,"Worcester, MA",MassEA1980s,,,0:03:36,,Centerfold,Dance rock; New Wave,"""Centerfold"" is a single released by The J. Geils Band from their album Freeze Frame. The song is about a man who is shocked to discover that his high school crush appeared in a centerfold spread for an unspecified men's magazine. The song's narrator is torn between conflicting feelings: his disappointment due to her loss of innocence, and his lust until the end of the song.","J. Geils Band: Peter Wolf, vocal; J. Geil, guitar; Magic Dick, harmonica, trumpet & saxophone; Seth Justman, keyboards & vocal; Danny Klein, bass; Stephen Bladd, drums",,,1982,EMI America,"Freeze-Frame, EMI America SN-16374",,,,,Freeze-Frame,Freeze-Frame,@EMIAmerica1982Freeze-Frame @WikiCenterfold @WikiFreezeFrame @WikiJGeilsBand
,,,,,,,,,,,,,,,,,3514,,42.27,-71.80,New York White,,"New York, NY",NewYorkEA1950s,T5468R13,,0:02:55,6A124.A3,Half as Much,Popular song,American pop standard written by Curley Williams in 1951,Rosemary Clooney,,Columbia Records,1952,Columbia Records,"Rosie's Greatest HIts, Rosemary Clooney. Columbia Records CL1230, 1958","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,HalfasMuch,
,,,,,,,,,,,,,,,,,3515,,42.27,-71.80,New York White,,"New York, NY",NewYorkEA/NA1950s,T5468R14,,0:03:13,6A125.A,Wheel of Fortune,Popular song,"Writers Bennie Benjamin and George David Weiss, publ. 1951, originally recorded 1951 for Atlantic Records by the Cardinals; an early example of a major record label covering an independent black hit",Kay Starr,,Capitol Records,1952,Capitol Records,"Wheel of Fortune, Kay Starr. Capitol Records 6012, 1952","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Harold Mooney, Conductor",,,,WheelofFortune,
,,,,,,,,,,,,,,,,,6133,,39.95,-75.16,Philadelphia Black,,"Philadelphia, PA",PhiladelphiaAA1960s,,,0:02:33,,The Twist,Rock and roll,"Songs about doing the Twist went back to nineteenth-century minstrelsy, including ""Grape Vine Twist"" from around 1844. As for this particular song, ""The Twist"", Hank Ballard's guitarist, Midnighters member Cal Green, said they picked up the general idea from Brother Joe Wallace of the gospel group The Sensational Nightingales. Chubby Checker's 1960 cover version of the song gave birth to the Twist dance craze.",Chubby Checker,,,1960,Parkway,"Twist With Chubby Checker, Parkway 7001",,,,,,TheTwist,@SDP1960TwistWithChubbyChecker@WikiTheTwist@WikiChubbyChecker
,,,,,,,,,,,,,,,,,3510,,39.95,-75.16,Philadelphia White,,"Philadelphia, PA [Recorded in New York City]",PhiladelphiaEA1950s,T5468R09,,0:02:38,6A122.A1,Anytime,Popular song; crooning,"Popular song written by Herbert Happy Lawson, published in 1939",Eddie Fisher; orchestra,,RCA Victor,1953-58,RCA Victor,"Eddie Fisher's Greatest Hits. RCA Victor LPM 2504, 1952. Track 1","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,Anytime,
,,,,,,,,,,,,,,,,,3518,,39.95,-75.16,Philadelphia White,,"Philadelphia, PA [Recorded in New York City]",PhiladelphiaEA1950s,T5468R10,,0:02:55,6A122.B4,Wish You Were Here,Popular song; crooning,"Popular song written by Harold Rome, published in 1952",Eddie Fisher; orchestra,,RCA Victor,1952,RCA Victor,"Eddie Fisher's Greatest Hits. RCA Victor LPM 2504, 1962","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,WishYouWereHere,
,,,,,,,,,,,,,,,,,6053,,39.95,-75.16,Philadelphia White,,"Philadelphia, PA",PhiladelphiaItA1930s,,,0:02:24,,Chiribiribin,Jazz,"""Ciribiribin"" is a merry Piedmontese ballad, originally in three-quarter time, composed by Alberto Pestalozza in 1898 with lyrics by Carlo Tiochet. It quickly became popular and has been recorded by many artists. Decades later it enjoyed continued popularity with swing and jazz bands, played in four-four time. The song was a favorite of Harry James, who chose it as his theme song when he formed his band in 1939 and wrote English lyrics for it with Jack Lawrence.","Harry James, trumpet; Frank Sinatra, vocal; Claude Bowen, trumpet; Jack Palmer, trumpet; Jack Schaeffer, trumpet; Bruce Squires, trombone; Dalton Rizzotto, trombone; Truett Jones, trombone; Bill Luther, saxophone; Claude Lakey, saxophone; Dave Matthews, saxophone; Drew Page, saxophone; Jack Gardner, piano; Red Kent, guitar; Mickey Scrima, drums; Thurman Teague, bass",,,1938,Columbia,"Ciribiribin (They're So In Love) / Avalon, Columbia 35316",,,,,Ciribiribin (They're So In Love) / Avalon,Chiribiribin,@Columbia1938Chiribiribin @WikiHarryJames @WikiCiribiribin
,,,,,,,,,,,,,,,,,6123,,39.95,-75.16,Philadelphia White,,"Philadelphia, PA",PhiladelphiaEA1950s,,,0:02:20,,Venus,Pop,"""Venus"" is a song written by Ed Marshall. The most successful and best-known recording of the track was done by Frankie Avalon and released in 1959. The song's lyrics detail a man's plea to Venus, the Roman goddess of love and beauty, to send him a girl to love and one who will love him as well.","Frankie Avalon, vocal; Orchestra and choir directed by Peter De Angelis",,,1959,Chancellor,"Venus / I'm Broke, Chancellor C-1031",,,,,,Venus,@Chancellor1959Venus@WikiVenusFrankieAvalon@WikiFrankieAvalon
,,,,,,,,,,,,,,,,,5205,,39.95,-75.16,Philadelphia White,,"Philadelphia, PA [Recorded in New York City]",PhiladelphiaEA1950s,,,0:02:08,,Rock Around the Clock,Rock and roll; rockabilly,"""""Rock Around the Clock"" is a rock and roll song in the 12-bar blues format written by Max C. Freedman and James E. Myers (the latter being under the pseudonym ""Jimmy De Knight"") in 1952. The best-known and most successful rendition was recorded by Bill Haley & His Comets in 1954 for American Decca. It was not the first rock and roll record, nor was it the first successful record of the genre...Haley's recording nevertheless became an anthem for rebellious 1950s youth and is widely considered to be the song that, more than any other, brought rock and roll into mainstream culture around the world."" (Wikipedia) ","Bill Haley and his Comets: Bill Haley, vocal & guitar; Marshall Lytle, bass; Franny Beecher, guitar; Billy Williamson, steel guitar; Johnny Grande, piano; Billy Gussak, drums; Danny Cedrone, electric guitar; Joey Ambrose, tenor saxophone",,,1954,Decca,"Rock Around the Clock, Decca DL 8225",,,,,Rock Around the Clock,RockAroundtheClock,"https://en.wikipedia.org/wiki/Rock_Around_the_Clock
https://en.wikipedia.org/wiki/Bill_Haley_%26_His_Comets
https://www.discogs.com/Bill-Haley-And-His-Comets-Rock-Around-The-Clock/release/2671657"
,,,,,,,,,,,,,,,,,6118,,39.95,-75.16,Philadelphia White,,"Philadelphia, PA [Recorded in New York City]",PhiladelphiaEA1950s,,,0:03:05,,Lady of Spain,Traditional pop,"""Lady of Spain"" is a popular song composed in 1931 by Tolchard Evans with lyrics by ""Erell Reaves"", a pseudonym of Stanley J. Damerell and Robert Hargreaves. A recording by Eddie Fisher with Hugo Winterhalter and his orchestra was made at Manhattan Center, New York City, on July 18, 1952.",Eddie Fisher; Hugo Winterhalter and his orchestra,,,1951,RCA Victor,"Outside Of Heaven / Lady Of Spain, RCA Victor 20-4953",,,,,,LadyofSpain,@WikiLadyOfSpain@RCAVictor1952LadyOfSpain@WikiEddieFisher
,,,,,,,,,,,,,,,,,6212,,39.95,-75.16,Philadelphia White,,"Philadelphia, PA [Recorded in New York City]",PhiladelphiaEA1980s,,,0:04:31,,Maneater,Pop; soul; New Wave,"""Maneater"" is a song by the American duo Hall & Oates, featured on their eleventh studio album, H2O (1982). John Oates has explained that while it is natural to assume the lyrics are about a woman, the song actually was originally written ""about NYC in the ’80s. It's about greed, avarice, and spoiled riches.""","Hall & Oates: Daryl Hall, vocal, keyboards & synthesizers; John Oates, guitar, vocal & drum machine; Charles DeChant, saxophone; G.E. Smith, guitar & vocal; Tom Wolk, bass; Mickey Curry, drums",,,1982,RCA,"H2O, RCA AFL1-4383",,,,,H2O,H2O,@RCA1982H2O @WikiHall&Oates @WikiManeater @WikiH2O
,,,,,,,,,,,,,,,,,6216,,36.48,-79.76,Piedmont White,62437,"Eden, NC [Recorded in New York City]",PiedmontEA1930s,,,0:03:16,,Milwaukee Blues,String band; old time; folk,"""Charlie Poole was an American musician, singer and banjo player, as well as the leader of the North Carolina Ramblers, a string band that recorded many popular songs between 1925 and 1930...Poole composed few, if any, of his recordings. Nevertheless, his dynamic renditions [including that of ""Milwaukee Blues""] were popular with a broad audience in the Southeast United States. He is considered a primary source for old-time music revivalists and aficionados."" (Wikipedia)","Charlie Poole & the North Carolina Ramblers: Charlie Poole, vocal & banjo; Roy Harvey, guitar; Odell Smith, fiddle",,,1931,Columbia,"One Moonlight Night / Milwaukee Blues, Columbia 15688-D",,,,,One Moonlight Night / Milwaukee Blues,MilwaukeeBlues,@Columbia1930MilwaukeeBlues@WikiCharliePoole
9330,40.71,-74.01,North America   ,United States,Northeast,,Music Scene,,,,,,,,,,6236,,35.23,-80.84,Piedmont White,62437,"Charlotte, NC",PiedmontEA1930s,,,0:03:02,,There'll Come A Time,Country,"""The Blue Sky Boys were an American country music duo consisting of the brothers Earl Bolick and Bill Bolick, whose careers spanned over forty years...They made their first recordings in Charlotte, North Carolina on June 16, 1936."" (Wikipedia)","Blue Sky Boys: Earl Bolick, guitar & vocal; Bill Bolick, mandolin & vocal",,,1936,Bluebird,"There'll Come A Time / I'm Troubled, I'm Troubled, Bluebird B-6538",,,,,"There'll Come A Time / I'm Troubled, I'm Troubled",TherellComeATime,@WikiBlueSkyBoys@Bluebird1936TherellComeATime
3455,40.71,-74.01,North America,United States,Euro/African Diasporas,,,,,,,,,,,,6056,,35.94,-77.79,Piedmont White,62437,"Rocky Mount, NC [Recorded in New York City]",PiedmontEA1930s,,,0:03:06,,Three Little Fishes,Big band; novelty,"""Three Little Fishies"" is a song, recorded by Kay Kyser and His Band, with words by Josephine Carringer and Bernice Idins and music by Saxie Dowell. The song tells the story of three fishes, who defy their mother's command of swimming only in a meadow, by swimming over a dam and on out to sea, where they encounter a shark, which the fish describe as a whale. They flee for their lives and return to the meadow in safety.",Kay Kyser and his band,,,1939,Brunswick,"Three Little Fishies / Show Your Linen, Miss Richardson, Brunswick 8358",,,,,"Three Little Fishies / Show Your Linen, Miss Richardson",ThreeLittleFishes,@Brunswick1939ThreeLittleFishes @WikiThreeLittleFishies @WikiKayKyser
,,,,,,,,,,,,,,,,,6050,,51.27,7.13,Rhine-Westphalia,15841,"Elberfeld, Germany",PiedmontEA1930s,,,0:03:03,,Beer Barrel Polka,Polka,"""Beer Barrel Polka"", also known as ""The Barrel Polka"" and ""Roll Out the Barrel"", is a song which became popular worldwide during World War II. The music was composed by the Czech musician Jaromír Vejvoda in 1927.The polka became famous around the world. In June 1939, ""Beer Barrel Polka"", as recorded by Will Glahé, was number one on the Hit Parade. This version was distributed by Shapiro Bernstein.","Will Glahe, accordion",,,1939,Victor,"Hot Pretzels / Beer Barrel-Polka, Victor V-710",,,,,Hot Pretzels / Beer Barrel-Polka,BeerBarrelPolka,@Victor1939BeerBarrelPolka @WikiWillGlahe @WikiJarmoriVejvoda @WikiBeerBarrelPolka
,,,,,,,,,,,,,,,,,3513,,40.26,-80.18,S Italian Immigrant/ Abruzzi,,"Canonsburg, PA [Recorded in New York, NY]",NewYorkItA1950s,T5468R15,,0:02:43,6A130.A1,Don't Let the Stars Get in Your Eyes,Ballad; crooning,"Off meter ballad written by Winston L. Moore, stage name Slim Willet; published 1952 ",Perry Como,,RCA Victor,1952,RCA Victor,"Como's Golden Records, Perry Como. RCA Victor LPM 1981, 1952","Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",Notes by Irving Berlin,,,,DontLettheStarsGetinYourEyes,
,,,,,,,,,,,,,,,,,6191,,51.56,-1.78,S W England,62493,"Swindon, England",SouthernEngland1970s,,,0:03:37,,Alone Again (Naturally),Soft rock,"""Alone Again (Naturally)"" is a song by Irish singer-songwriter Gilbert O'Sullivan. It is an introspective ballad, starting with the singer contemplating suicide after being left at the altar after his bride deserted him, and then telling about the death of his parents. O'Sullivan has said that the song is not autobiographical.","Gilbert O'Sullivan, vocal",,,1972,MAM,"Alone Again (Naturally) / Save It, MAM 45-3619",,,,,Alone Again (Naturally) / Save It,AloneAgain,@MAM1972AloneAgainNaturally @WikiGilbertOSullivan @WikiAloneAgainNaturally
,,,,,,,,,,,,,,,,,6174,,37.78,-122.42,San Francisco Bay Black,,"San Francisco, CA",SanFranciscoAA/EA1970s,,,0:03:38,,You Can Make It If You Try,Funk; psychedelic soul,"""You Can Make It If You Try"" is a song written by Ted Jarrett and recorded by Gene Allison in 1957.In 1969, Sly and the Family Stone included a funk version of the song with different lyrics on the album Stand!. ","Sly & the Family Stone: Sly Stone, vocal, organ, guitar, piano, harmonica & bass; Rose Stone, vocal, piano & keyboards; Freddie Stone, vocal & guitar; Greg Errico, drums; Cynthia Robinson, trumpet; Jerry Martini, saxophone",,,1970,Epic,"Stand!, Epic BN 26456",,,,,Stand!,Stand!,@Epic1970Stand! @WikiYouCanMakeItIfYouTry @WikiSlyAndTheFamilyStone @WikiStand!Album
,,,,,,,,,,,,,,,,,6100,,37.78,-122.42,San Francisco Bay Black/First Nations,,"San Francisco, CA [Recorded in New York City]",SanFranciscoAA/NA1950s,,,0:03:02,,Chances Are,Traditional pop,"""Chances Are"" is a popular song with music by Robert Allen and lyrics by Al Stillman. It was published in 1957. The song was one of many compositions by the Stillman-Allen team that were chart hits in the 1950s.","Johnny Matthis, vocal",,,1957,Columbia,"Chances Are / The Twelfth Of Never, Columbia 4-40993",,,,,Chances Are / The Twelfth Of Never,ChancesAre,@Columbia1957ChancesAre @WikiChancesAre @WikiJohnnyMathis
,,,,,,,,,,,,,,,,,6156,,37.92,-122.31,San Francisco Bay White,,"El Cerrito, CA [Recorded in Hollywood, CA]",SanFranciscoEA1960s,,,0:03:07,,Proud Mary,Roots rock; Southern rock,"""Proud Mary"" is a rock ’n’ roll song written by John Fogerty and first recorded by his band Creedence Clearwater Revival. The song has been described as ""a seamless mix of black and white roots music. ""Proud Mary"" is, of course, a steamboat traveling up and down the river. Fogerty's lyric sketches out a vivid picture of the protagonist finding a comfortable niche in a community of outsiders ... The story connects back to Mark Twain; it brings the myth [of ""the rambling man and life along the Mississippi""] into the sixties.""","Creedence Clearwater Revival: John Fogerty, vocal & guitar; Tom Fogerty, guitar; Stu Cook, bass; Doug Clifford, drums",,,1969,Fantasy,"Bayou Country, Fantasy 8387",,,,,Bayou Country,BayouCountry,@Fantasy1969BayouCountry @WikiCreedenceClearwaterRevival @WikiBayouCountry @WikiProudMary
,,,,,,,,,,,,,,,,,6119,,37.78,-122.42,San Francisco Bay White,,"San Francisco, CA [Recorded in Los Angeles, CA]",SanFranciscoEA1950s,,,0:03:04,,Tom Dooley,Folk; murder ballad,"The Kingston Trio made the folk revival palatable to mainstream audiences. They sanded down the rough edges of traditional folk, Appalachian, and calypso material, added smooth harmonies and gentle acoustic guitar strums, and presented a wholesome, clean-cut image to listeners that had not previously been drawn to such material. ""Tom Dooley"" was such a rearrangement of the Appalachian murder ballad ""Tom Dula.""","Kingston Trio: Dave Guard, vocal, banjo & guitar; Bob Shane, vocal, banjo & guitar; Nick Reynolds, vocal, guitar & percussion; Elmer ""Buzz"" Wheeler, bass",,,1958,Capitol,"The Kingston Trio, Capitol T-996",,,,,,TomDooley,@WikiTomDooley@WikiKingstonTrio@WikiKingstonTrioAlbum@Capitol1958KingstonTrio
